match_id,home_team,away_team,score
8712,ANY Biztonsági SK I. ↔,Honvéd Zrínyi SE I.,5 : 11
8709,Budai XI. SE II. ↔,SZUFLA SE I.-Kerepes,4 : 12
8964,BVSC-Zugló SI IV. ↔,Hercules-Neting Team,5 : 11
8708,KSI SE V. ↔,BVSC-Zugló Senior I.,9 : 7
8969,KSI SE V. ↔,KSI Senior-KÖZGÁZ SC és DSK,4 : 0
8710,SZUFLA SE II. ↔,MAFC II.,10 : 6
8711,Hercules-Neting Team ↔,KSI Senior-KÖZGÁZ SC és DSK,14 : 2
8717,SZUFLA SE I.-Kerepes ↔,KSI SE V.,8 : 8
8716,MAFC II. ↔,Budai XI. SE II.,8 : 8
8719,KSI SE IV. ↔,ABC Centerline I.,9 : 7
8715,Erzsébeti Hajós II. ↔,SZUFLA SE II.,4 : 12
8722,ABC Centerline I. ↔,BVSC-Zugló Senior I.,12 : 4
8721,KSI SE IV. ↔,BVSC-Zugló SI IV.,6 : 10
8723,Pénzügyőr SE VII. ↔,SZUFLA SE I.-Kerepes,9 : 7
8725,Budai XI. SE II. ↔,Erzsébeti Hajós II.,11 : 5
8724,KSI SE V. ↔,MAFC II.,9 : 7
8726,SZUFLA SE II. ↔,KSI Senior-KÖZGÁZ SC és DSK,13 : 3
8727,Hercules-Neting Team ↔,ANY Biztonsági SK I.,14 : 2
9234,KSI SE IV. ↔,Erzsébeti Hajós II.,12 : 4
9237,KSI SE V. ↔,ANY Biztonsági SK I.,11 : 5
9228,MAFC II. ↔,KSI SE IV.,10 : 6
8962,SZUFLA SE I.-Kerepes ↔,ABC Centerline I.,11 : 5
8963,BVSC-Zugló Senior I. ↔,KSI SE IV.,6 : 10
8961,MAFC II. ↔,Pénzügyőr SE VII.,8 : 8
8958,Honvéd Zrínyi SE I. ↔,SZUFLA SE II.,8 : 8
8959,KSI Senior-KÖZGÁZ SC és DSK ↔,Budai XI. SE II.,3 : 13
8960,Erzsébeti Hajós II. ↔,KSI SE V.,6 : 10
8967,ABC Centerline I. ↔,MAFC II.,5 : 11
8966,KSI SE IV. ↔,SZUFLA SE I.-Kerepes,8 : 8
8968,Pénzügyőr SE VII. ↔,Erzsébeti Hajós II.,15 : 1
8970,Budai XI. SE II. ↔,Honvéd Zrínyi SE I.,9 : 7
8971,SZUFLA SE II. ↔,ANY Biztonsági SK I.,11 : 5
9229,SZUFLA SE I.-Kerepes ↔,BVSC-Zugló Senior I.,9 : 7
9226,KSI Senior-KÖZGÁZ SC és DSK ↔,Pénzügyőr SE VII.,7 : 9
9224,Honvéd Zrínyi SE I. ↔,KSI SE V.,9 : 7
9227,Erzsébeti Hajós II. ↔,ABC Centerline I.,7 : 9
9230,Hercules-Neting Team ↔,SZUFLA SE II.,10 : 6
9233,BVSC-Zugló Senior I. ↔,MAFC II.,8 : 8
9235,ABC Centerline I. ↔,KSI Senior-KÖZGÁZ SC és DSK,11 : 5
9236,Pénzügyőr SE VII. ↔,Honvéd Zrínyi SE I.,12 : 4
9238,Budai XI. SE II. ↔,Hercules-Neting Team,2 : 14
9231,ANY Biztonsági SK I. ↔,Budai XI. SE II.,5 : 11
9242,MAFC II. ↔,SZUFLA SE I.-Kerepes,6 : 10
9245,BVSC-Zugló SI IV. ↔,SZUFLA SE II.,11 : 5
9239,Honvéd Zrínyi SE I. ↔,ABC Centerline I.,11 : 5
9244,ANY Biztonsági SK I. ↔,Pénzügyőr SE VII.,5 : 11
9241,Erzsébeti Hajós II. ↔,BVSC-Zugló Senior I.,9 : 7
9243,Hercules-Neting Team ↔,KSI SE V.,11 : 5
9247,SZUFLA SE I.-Kerepes ↔,Erzsébeti Hajós II.,14 : 2
9248,BVSC-Zugló Senior I. ↔,KSI Senior-KÖZGÁZ SC és DSK,12 : 4
9246,MAFC II. ↔,BVSC-Zugló SI IV.,2 : 14
9250,ABC Centerline I. ↔,ANY Biztonsági SK I.,13 : 3
9249,KSI SE IV. ↔,Honvéd Zrínyi SE I.,12 : 4
9251,Pénzügyőr SE VII. ↔,Hercules-Neting Team,7 : 9
9252,Budai XI. SE II. ↔,SZUFLA SE II.,11 : 5
9240,KSI Senior-KÖZGÁZ SC és DSK ↔,KSI SE IV.,5 : 11
9259,BVSC-Zugló SI IV. ↔,Budai XI. SE II.,9 : 7
9253,Honvéd Zrínyi SE I. ↔,BVSC-Zugló Senior I.,8 : 8
9258,ANY Biztonsági SK I. ↔,KSI SE IV.,7 : 9
9255,Erzsébeti Hajós II. ↔,MAFC II.,3 : 13
9257,Hercules-Neting Team ↔,ABC Centerline I.,12 : 4
9262,SZUFLA SE I.-Kerepes ↔,Honvéd Zrínyi SE I.,11 : 5
9263,BVSC-Zugló Senior I. ↔,ANY Biztonsági SK I.,12 : 4
9261,MAFC II. ↔,KSI Senior-KÖZGÁZ SC és DSK,11 : 5
9264,KSI SE IV. ↔,Hercules-Neting Team,6 : 10
9265,Pénzügyőr SE VII. ↔,SZUFLA SE II.,9 : 7
9266,KSI SE V. ↔,Budai XI. SE II.,10 : 6
9260,Erzsébeti Hajós II. ↔,BVSC-Zugló SI IV.,4 : 12
9272,ANY Biztonsági SK I. ↔,SZUFLA SE I.-Kerepes,4 : 12
9273,BVSC-Zugló SI IV. ↔,KSI SE V.,7 : 9
9267,Honvéd Zrínyi SE I. ↔,MAFC II.,8 : 8
9269,Budai XI. SE II. ↔,Pénzügyőr SE VII.,4 : 12
9268,KSI Senior-KÖZGÁZ SC és DSK ↔,Erzsébeti Hajós II.,6 : 10
9270,SZUFLA SE II. ↔,ABC Centerline I.,9 : 7
9271,Hercules-Neting Team ↔,BVSC-Zugló Senior I.,12 : 4
9277,SZUFLA SE I.-Kerepes ↔,Hercules-Neting Team,5 : 11
9254,KSI Senior-KÖZGÁZ SC és DSK ↔,SZUFLA SE I.-Kerepes,5 : 11
9276,MAFC II. ↔,ANY Biztonsági SK I.,11 : 5
9279,ABC Centerline I. ↔,Budai XI. SE II.,3 : 13
9278,KSI SE IV. ↔,SZUFLA SE II.,11 : 5
9280,Pénzügyőr SE VII. ↔,KSI SE V.,8 : 8
9274,KSI Senior-KÖZGÁZ SC és DSK ↔,BVSC-Zugló SI IV.,2 : 14
9275,Erzsébeti Hajós II. ↔,Honvéd Zrínyi SE I.,6 : 10
